Unnamed: 0,path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
20,datasets/ayam\istockphoto-455008219-612x612.jpg,4663.7109375,18.2890625,0.9285583496093751,0.70966254481074,0.6794694194808599,-11839713.047445068,1.0828591076824035e-05,7290.0,28.588235294117645,0.888327205882353,0.6759506615102788,0.5006368911520256,-11839713.047445068,1.0314188560642682e-05,4864.921875,19.078125,0.9254760742187499,0.7070216237632462,0.6656404623546605,-11839713.047445068,1.078829381962961e-05,6926.0,27.16078431372549,0.8939031862745099,0.6803246869974743,0.5255707967241329,-11839713.047445068,1.0380930892905797e-05,ayam
21,datasets/ayam\istockphoto-459458241-612x612.jpg,2502.1875,9.8125,0.9616699218750001,0.8516521970403512,0.6544137313569901,-5458504.774111505,1.2995181229253406e-05,3678.0,14.423529411764706,0.9436580882352942,0.8348792586059157,0.4938774312847716,-5458504.774111505,1.2739246499724056e-05,1826.8359375,7.1640625,0.972015380859375,0.861346779089623,0.7476890060942357,-5458504.774111505,1.3143108811792343e-05,3660.0,14.352941176470589,0.9439338235294118,0.835124836763904,0.49635437697179546,-5458504.774111505,1.2742993725035157e-05,ayam
22,datasets/ayam\istockphoto-470668594-612x612.jpg,3813.046875,14.953125,0.94158935546875,0.7494005122729239,0.6998966890339924,-10122891.069566352,1.1434944340101989e-05,5340.0,20.941176470588236,0.9181985294117648,0.7285519686998214,0.5811581107695369,-10122891.069566352,1.1116820811459677e-05,2932.5,11.5,0.955078125,0.7615373969747212,0.7691995434994966,-10122891.069566352,1.1620138503642597e-05,5516.0,21.63137254901961,0.9155024509803922,0.7262971960182704,0.5673535840832895,-10122891.069566352,1.1082415710728002e-05,ayam
23,datasets/ayam\istockphoto-487784351-612x612.jpg,1747.1484375,6.8515625,0.973236083984375,0.8874180955604515,0.689143490097145,-4175480.6128655183,1.3540925530402397e-05,2988.0,11.717647058823529,0.9542279411764706,0.8694021937263948,0.470346644814803,-4175480.6128655183,1.326602468454582e-05,1854.7265625,7.2734375,0.971588134765625,0.8858553252317317,0.6700029524292384,-4175480.6128655183,1.3517079547603328e-05,3104.0,12.172549019607844,0.9524509803921569,0.8677853955263117,0.4497844663671847,-4175480.6128655183,1.3241354301854122e-05,ayam
24,datasets/ayam\istockphoto-492815358-612x612.jpg,2043.984375,8.015625,0.9686889648437501,0.861535598537822,0.7089963659999409,-5284703.04301761,1.314598996792331e-05,3364.0,13.1921568627451,0.948468137254902,0.8425260319094732,0.522821838355819,-5284703.04301761,1.2855927000571795e-05,1864.6875,7.3125,0.9714355468749999,0.8641272061827182,0.7345230005613497,-5284703.04301761,1.3185534762309543e-05,3324.0,13.035294117647059,0.9490808823529413,0.8430779102646025,0.5284957760685917,-5284703.04301761,1.2864347995980874e-05,ayam
25,datasets/ayam\istockphoto-501047845-612x612.jpg,2127.65625,8.34375,0.9674072265625,0.8585971966911766,0.7018702689854809,-5375136.464074596,1.3101153513964487e-05,3406.0,13.35686274509804,0.9478247549019607,0.8402072767387103,0.5244961021137826,-5375136.464074596,1.2820545604533544e-05,1872.65625,7.34375,0.9713134765625,0.8622775119545367,0.7376011730771086,-5375136.464074596,1.3157310668251598e-05,3434.0,13.466666666666667,0.9473958333333332,0.8398219684529699,0.5205870859244656,-5375136.464074596,1.2814666266677397e-05,ayam
26,datasets/ayam\istockphoto-504568555-612x612.jpg,2043.984375,8.015625,0.96868896484375,0.855402013066639,0.7246324632510119,-5605459.083329107,1.3052398881021713e-05,3442.0,13.498039215686275,0.9472732843137255,0.8352976396710163,0.5379845953559197,-5605459.083329107,1.274563048814417e-05,2004.140625,7.859375,0.96929931640625,0.8559766117786729,0.730000251491733,-5605459.083329107,1.3061166561564223e-05,3448.0,13.52156862745098,0.9471813725490197,0.8352151445611149,0.5371792227737394,-5605459.083329107,1.2744371712663496e-05,ayam
27,datasets/ayam\istockphoto-505365757-612x612.jpg,1699.3359375,6.6640625,0.973968505859375,0.8673449467677694,0.7562267127854386,-5242312.376897148,1.3234633587154685e-05,3228.0,12.658823529411764,0.9505514705882354,0.8452225106689366,0.5386364830281875,-5242312.376897148,1.289707200117396e-05,1904.53125,7.46875,0.9708251953125,0.864364203746756,0.7267910169084166,-5242312.376897148,1.3189151058147523e-05,3162.0,12.4,0.9515625000000001,0.846137761524011,0.5480695660889495,-5242312.376897148,1.2911037620910812e-05,ayam
28,datasets/ayam\istockphoto-540736440-612x612.jpg,8524.5703125,33.4296875,0.869415283203125,0.5046788354013481,0.6562844068595066,-23659643.78403392,7.700787893697328e-06,11406.0,44.72941176470589,0.8252757352941177,0.4729705876883777,0.5412793822471813,-23659643.78403392,7.216958430303615e-06,7191.796875,28.203125,0.88983154296875,0.5202212527933968,0.7100226007858891,-23659643.78403392,7.937946362203931e-06,11336.0,44.45490196078432,0.8263480392156862,0.473670595862562,0.5440946060980227,-23659643.78403392,7.227639707375519e-06,ayam
29,datasets/ayam\istockphoto-664548536-612x612.jpg,5189.6484375,20.3515625,0.920501708984375,0.7165856483045885,0.6199049914915123,-10994725.769443857,1.0934229252694526e-05,7180.0,28.15686274509804,0.8900122549019608,0.6910877940211976,0.4759057184629498,-10994725.769443857,1.0545162872637902e-05,4064.0625,15.9375,0.937744140625,0.7314323033996841,0.7023440240470961,-10994725.769443857,1.1160771231074282e-05,7198.0,28.22745098039216,0.8897365196078432,0.6908721857044603,0.47459183307748093,-10994725.769443857,1.0541872950812688e-05,ayam
30,datasets/ayam\istockphoto-91745783-612x612.jpg,1950.3515625,7.6484375,0.970123291015625,0.8634026740579044,0.720995240923534,-5257855.621141317,1.3174479279448004e-05,3346.0,13.12156862745098,0.9487438725490197,0.8432916208698011,0.5230994544333502,-5257855.621141317,1.2867608961026018e-05,1870.6640625,7.3359375,0.971343994140625,0.864556151686701,0.7323948224996919,-5257855.621141317,1.3192079951274124e-05,3286.0,12.886274509803922,0.9496629901960786,0.8441202330573772,0.5316511677429732,-5257855.621141317,1.2880252579610857e-05,ayam
31,datasets/ayam\istockphoto-959482362-612x612.jpg,2285.0390625,8.9609375,0.964996337890625,0.8405881686505792,0.720005485302047,-6205993.520035653,1.2826357553872363e-05,3800.0,14.901960784313726,0.9417892156862745,0.8190137388083516,0.5360591930001869,-6205993.520035653,1.2497157879766107e-05,2063.90625,8.09375,0.9683837890625,0.8437614589340638,0.7471017286599133,-6205993.520035653,1.2874778120942136e-05,3550.0,13.92156862745098,0.9456188725490198,0.822423837044901,0.5665816145133324,-6205993.520035653,1.2549191849440017e-05,ayam
32,datasets/ayam\pexels-photo-11722313.jpeg,5833.125,22.875,0.9106445312499999,0.6881070911916389,0.6103711205952231,-12243837.397793474,1.049968095690367e-05,8780.0,34.43137254901961,0.8655024509803922,0.6522084354921606,0.41547198641000876,-12243837.397793474,9.951910941958016e-06,6402.890625,25.109375,0.9019165039062499,0.6809936650154087,0.5723131084675708,-12243837.397793474,1.0391138687368907e-05,9184.0,36.015686274509804,0.8593137254901962,0.6477118609779666,0.38857570879151715,-12243837.397793474,9.883298659942118e-06,ayam
33,datasets/ayam\pexels-photo-1797102.jpeg,1705.3125,6.6875,0.9738769531249999,0.8640601045871779,0.7624549639579032,-5409048.9969709655,1.3184510873217436e-05,3336.0,13.08235294117647,0.9488970588235293,0.8405206323359793,0.5370070848331276,-5409048.9969709655,1.2825327031493825e-05,2041.9921875,8.0078125,0.9687194824218751,0.8591807922809136,0.7155564696925827,-5409048.9969709655,1.3110058475966089e-05,3254.0,12.760784313725491,0.9501531862745098,0.8416538835135867,0.5483876061291959,-5409048.9969709655,1.2842619072167766e-05,ayam
34,datasets/ayam\pexels-photo-2642201 - Copy.jpeg,1350.703125,5.296875,0.97930908203125,0.8975825896477618,0.7469193335738695,-3955049.1490391153,1.3696023401607694e-05,2724.0,10.682352941176472,0.9582720588235294,0.8774791000001331,0.49150968521238264,-3955049.1490391153,1.3389268493654374e-05,1506.09375,5.90625,0.9769287109375,0.8952978726819312,0.7178038586752882,-3955049.1490391153,1.3661161387358569e-05,2636.0,10.337254901960785,0.9596200980392158,0.8787208712350157,0.5079366851027315,-3955049.1490391153,1.3408216418991329e-05,ayam
35,datasets/ayam\pexels-photo-2642201.jpeg,1350.703125,5.296875,0.97930908203125,0.8975825896477618,0.7469193335738695,-3955049.1490391153,1.3696023401607694e-05,2724.0,10.682352941176472,0.9582720588235294,0.8774791000001331,0.49150968521238264,-3955049.1490391153,1.3389268493654374e-05,1506.09375,5.90625,0.9769287109375,0.8952978726819312,0.7178038586752882,-3955049.1490391153,1.3661161387358569e-05,2636.0,10.337254901960785,0.9596200980392158,0.8787208712350157,0.5079366851027315,-3955049.1490391153,1.3408216418991329e-05,ayam
36,datasets/ayam\pexels-photo-3980615.jpeg,2561.953125,10.046875,0.9607543945312499,0.7717003732789071,0.7931267766499451,-9831808.49553918,1.1775213215315354e-05,4162.0,16.32156862745098,0.9362438725490196,0.7489807790189826,0.6650818931632994,-9831808.49553918,1.1428539718917582e-05,3432.5390625,13.4609375,0.947418212890625,0.7595461434229024,0.7228284884664508,-9831808.49553918,1.158975438572544e-05,5158.0,20.22745098039216,0.9209865196078431,0.7358589977149239,0.5849333024834931,-9831808.49553918,1.1228317225874693e-05,ayam
37,datasets/ayam\pexels-photo-4002087 - Copy.jpeg,2538.046875,9.953125,0.96112060546875,0.8011379693957853,0.7580974354361694,-8164442.294801003,1.2224395284969868e-05,4188.0,16.423529411764704,0.9358455882352942,0.7778174069329203,0.6022473001906007,-8164442.294801003,1.1868551741530157e-05,3273.1640625,12.8359375,0.949859619140625,0.7908431505836098,0.6880330348678385,-8164442.294801003,1.2067308816278225e-05,5090.0,19.96078431372549,0.9220281862745098,0.7659250669418396,0.5165804102125495,-8164442.294801003,1.1687089034146722e-05,ayam
38,datasets/ayam\pexels-photo-4002087.jpeg,2538.046875,9.953125,0.96112060546875,0.8011379693957853,0.7580974354361694,-8164442.294801003,1.2224395284969868e-05,4188.0,16.423529411764704,0.9358455882352942,0.7778174069329203,0.6022473001906007,-8164442.294801003,1.1868551741530157e-05,3273.1640625,12.8359375,0.949859619140625,0.7908431505836098,0.6880330348678385,-8164442.294801003,1.2067308816278225e-05,5090.0,19.96078431372549,0.9220281862745098,0.7659250669418396,0.5165804102125495,-8164442.294801003,1.1687089034146722e-05,ayam
39,datasets/ayam\pexels-photo-4022644.jpeg,2808.984375,11.015625,0.95697021484375,0.7911147572635826,0.742179643435731,-8513458.779192807,1.2071453205315897e-05,4778.0,18.737254901960785,0.9268075980392156,0.7637769719480619,0.5629939517546944,-8513458.779192807,1.1654311705750457e-05,3577.96875,14.03125,0.9451904296875,0.7804503606072485,0.6715990351848034,-8513458.779192807,1.1908727426258064e-05,5448.0,21.364705882352943,0.9165441176470589,0.75509363378856,0.5017143259019621,-8513458.779192807,1.152181448041626e-05,ayam
40,datasets/ayam\pexels-photo-4040900.jpeg,1147.5,4.5,0.9824218749999999,0.9126617809443784,0.7479084471387942,-3350275.6457205224,1.3926113600835853e-05,2276.0,8.925490196078432,0.9651348039215687,0.8959565004498757,0.5018704952750955,-3350275.6457205224,1.367121124954034e-05,1259.0625,4.9375,0.9807128906249999,0.9110095918824791,0.7233995461661771,-3350275.6457205224,1.390090319644896e-05,2334.0,9.152941176470588,0.9642463235294118,0.8951277723751296,0.4891765096538107,-3350275.6457205224,1.3658565862657618e-05,ayam
41,datasets/ayam\pexels-photo-4045697.jpeg,974.1796875,3.8203125,0.985076904296875,0.9217139000399487,0.764176456793579,-3029519.6054090257,1.4064237976683787e-05,1934.0,7.584313725490196,0.9703737745098039,0.9073726330969323,0.5335956264343902,-3029519.6054090257,1.3845407609511296e-05,1207.265625,4.734375,0.98150634765625,0.9182495952578336,0.7077524188484844,-3029519.6054090257,1.4011376880765283e-05,1944.0,7.623529411764706,0.970220588235294,0.9072280177336933,0.5311840216072672,-3029519.6054090257,1.3843200954188436e-05,ayam
42,datasets/ayam\pexels-photo-4110225.jpeg,2097.7734375,8.2265625,0.967864990234375,0.8357553786967452,0.7574802992592817,-6608704.8481800435,1.2752615031383441e-05,4218.0,16.541176470588237,0.9353860294117646,0.805834802424939,0.5141226109858522,-6608704.8481800435,1.2296063269423508e-05,2858.7890625,11.2109375,0.956207275390625,0.824944047117545,0.6695006927227629,-6608704.8481800435,1.258764720333168e-05,4056.0,15.905882352941177,0.9378676470588234,0.8080091442072452,0.5327836202367513,-6608704.8481800435,1.2329241092029499e-05,ayam
43,datasets/ayam\pexels-photo-4110231.jpeg,3641.71875,14.28125,0.9442138671874999,0.7273944633862277,0.7451277884852381,-11591021.139538357,1.1099158682040828e-05,7458.0,29.24705882352941,0.8857536764705883,0.6779858767241358,0.47978422584124014,-11591021.139538357,1.0345243480287717e-05,5480.5078125,21.4921875,0.9160461425781249,0.7030833670305591,0.6164368414239005,-11591021.139538357,1.0728200790871568e-05,6788.0,26.619607843137253,0.896017156862745,0.6860322138543998,0.5265185471990262,-11591021.139538357,1.0468020841284177e-05,ayam
44,datasets/ayam\pexels-photo-4207650.jpeg,3233.3203125,12.6796875,0.9504699707031251,0.7930607377946585,0.6886151720962358,-8071182.829335987,1.2101146511759315e-05,4860.0,19.058823529411764,0.9255514705882354,0.7705922145993889,0.533610735781845,-8071182.829335987,1.1758304055776808e-05,2464.3359375,9.6640625,0.962249755859375,0.8038504956401985,0.7626721921645373,-8071182.829335987,1.2265785150759865e-05,4716.0,18.494117647058825,0.9277573529411766,0.7724806211079316,0.5474296769438644,-8071182.829335987,1.1787118852354913e-05,ayam
45,datasets/ayam\pexels-photo-4207654.jpeg,2854.8046875,11.1953125,0.956268310546875,0.7764575983771267,0.7581980339011762,-9314642.368869541,1.1847802709611918e-05,5316.0,20.847058823529412,0.9185661764705882,0.7427319682593319,0.5512959857850638,-9314642.368869541,1.133319043364459e-05,3757.265625,14.734375,0.94244384765625,0.7639901758037774,0.6817595896284845,-9314642.368869541,1.165756493841213e-05,5564.0,21.819607843137256,0.9147671568627451,0.7395561962460538,0.5303632176275574,-9314642.368869541,1.128473199838339e-05,ayam
46,datasets/ayam\pexels-photo-4226899.jpeg,2318.90625,9.09375,0.9644775390624999,0.8421486294521636,0.7111504150273711,-6097190.810326467,1.285016829608404e-05,3882.0,15.223529411764705,0.9405330882352942,0.8199528614744781,0.5182021436943638,-6097190.810326467,1.2511487754432344e-05,2310.9375,9.0625,0.9645996093750001,0.8422624528614295,0.7121430252850091,-6097190.810326467,1.2851905103476403e-05,3896.0,15.27843137254902,0.9403186274509803,0.8197633131077702,0.5164645934655439,-6097190.810326467,1.2508595475887606e-05,ayam
47,datasets/ayam\pexels-photo-4397062.jpeg,2623.7109375,10.2890625,0.9598083496093749,0.8181411610580966,0.7181086299922808,-7156957.46333802,1.2483843399934336e-05,4666.0,18.298039215686273,0.9285232843137254,0.7897404924997793,0.5004786837160937,-7156957.46333802,1.2050483589168996e-05,2958.3984375,11.6015625,0.9546813964843749,0.8134359545269548,0.6821498219730728,-7156957.46333802,1.2412047645980146e-05,4506.0,17.67058823529412,0.9309742647058824,0.7918540096000103,0.5176075758304154,-7156957.46333802,1.2082733300781407e-05,ayam
48,datasets/ayam\pexels-photo-4837218.jpeg,1677.421875,6.578125,0.9743041992187501,0.8773086152448878,0.73558328378565,-4743515.53887971,1.3386667102735715e-05,3170.0,12.431372549019608,0.9514399509803921,0.8557040828203035,0.5021501020512679,-4743515.53887971,1.3057008099675042e-05,1767.0703125,6.9296875,0.9729309082031249,0.8760029697674871,0.7214517490711063,-4743515.53887971,1.3366744533805651e-05,2882.0,11.301960784313724,0.9558517156862746,0.859720927020498,0.5473806290573356,-4743515.53887971,1.3118300278022735e-05,ayam
49,datasets/ayam\pexels-photo-4911785.jpeg,6631.9921875,26.0078125,0.898406982421875,0.559660828504962,0.7075514793731111,-20754470.13257825,8.539746528701203e-06,11850.0,46.470588235294116,0.8184742647058824,0.5012539111254787,0.47890281999324535,-20754470.13257825,7.648527696616801e-06,8337.3046875,32.6953125,0.872283935546875,0.5394726646977726,0.6323529411764706,-20754470.13257825,8.231699595608102e-06,11168.0,43.79607843137255,0.8289215686274508,0.5080294730636975,0.5088933918721152,-20754470.13257825,7.751914567011986e-06,ayam
